,Cutoff,Epoch,ymin,ymax,mean_spearman
1,-500,26,0.0458693607315659,0.0714255691330976,0.0586474649323317
2,-400,32,0.0499301209397488,0.0678620379660176,0.0588960794528832
3,-300,44,0.0527632478974541,0.0712851250076082,0.0620241864525312
4,-250,46,0.0523327262162205,0.0739074665984096,0.0631200964073151
5,-249,48,0.050693898490427,0.07362679118355,0.0621603448369885
6,-248,40,0.0518981079274544,0.0731596435458427,0.0625288757366486
7,-247,46,0.0510729573008843,0.0735494255207976,0.062311191410841
8,-246,42,0.0527401826307905,0.0726786457054842,0.0627094141681374
9,-245,51,0.0530705878960116,0.0749298421468929,0.0640002150214523
10,-244,33,0.0513541568575486,0.0756540299493236,0.0635040934034361
11,-243,44,0.0498933892864181,0.0729380940105054,0.0614157416484618
12,-242,44,0.0530120257114866,0.072970607478031,0.0629913165947588
13,-241,44,0.0482443557604147,0.0773349675200069,0.0627896616402108
14,-240,35,0.0488423825499179,0.0780231316340919,0.0634327570920049
15,-239,44,0.0510716263193294,0.0756342172710556,0.0633529217951925
16,-238,47,0.0523289215921879,0.0759787211409338,0.0641538213665609
17,-237,45,0.0521365853200328,0.077763612443454,0.0649500988817434
18,-236,39,0.0499971968815531,0.0707451567901218,0.0603711768358375
19,-235,58,0.0479714063961966,0.0754169924509641,0.0616941994235803
20,-234,45,0.0492385833036404,0.0749876600620216,0.062113121682831
21,-233,54,0.0520246012508888,0.0728680274496284,0.0624463143502586
22,-232,49,0.0497694464826001,0.0716543629441687,0.0607119047133844
23,-231,40,0.0515479239975827,0.0743171592954677,0.0629325416465252
24,-230,37,0.0511805814999851,0.0749811645560106,0.0630808730279978
25,-229,49,0.052191664800873,0.0753759135510298,0.0637837891759514
26,-228,41,0.053332108160002,0.0790602017579789,0.0661961549589904
27,-227,45,0.0516884178930341,0.0763067710616616,0.0639975944773479
28,-226,50,0.0496035111397506,0.0751870336951521,0.0623952724174514
29,-225,49,0.0488321627841136,0.0782712468779255,0.0635517048310196
30,-224,32,0.0480702349837533,0.0740663469873631,0.0610682909855582
31,-223,50,0.0517819679151883,0.0758685470811278,0.063825257498158
32,-222,47,0.0514736841714395,0.075518979030743,0.0634963316010912
33,-221,39,0.0530708126317688,0.0803078639607687,0.0666893382962688
34,-220,40,0.0510890952521872,0.0721408112581698,0.0616149532551785
35,-219,60,0.0468893373317425,0.0732703378881572,0.0600798376099498
36,-218,44,0.0514847046332092,0.0733842613938287,0.062434483013519
37,-217,46,0.0507242107152158,0.0762138576237582,0.063469034169487
38,-216,42,0.0503056863402335,0.0712108551025336,0.0607582707213835
39,-215,45,0.0530992494621163,0.0748634329891373,0.0639813412256268
40,-214,39,0.0488935095115007,0.0749826028725508,0.0619380561920257
41,-213,39,0.0516005675203568,0.0744756856475515,0.0630381265839541
42,-212,40,0.0491542851599567,0.071913650341435,0.0605339677506959
43,-211,49,0.0514575195974128,0.0730987609179353,0.0622781402576741
44,-210,46,0.0510738118140895,0.0727070997613565,0.061890455787723
45,-209,45,0.0480194575448779,0.0781104340097093,0.0630649457772936
46,-208,40,0.0515959558622933,0.077539894068111,0.0645679249652021
47,-207,43,0.0571006068051787,0.076955245718378,0.0670279262617783
48,-206,42,0.0521805908180503,0.0771213729304167,0.0646509818742335
49,-205,47,0.0493351615238427,0.0784091889374412,0.0638721752306419
50,-204,37,0.0478537277730532,0.0746181577075119,0.0612359427402825
51,-203,62,0.0516302728448677,0.0720399372756235,0.0618351050602456
52,-202,50,0.0516346080213671,0.0730482872816457,0.0623414476515064
53,-201,43,0.0486465323826739,0.0763407604262785,0.0624936464044762
54,-200,42,0.0498311497724371,0.0741725313006416,0.0620018405365393
55,-199,48,0.0515692729247669,0.0764080163692055,0.0639886446469862
56,-198,42,0.051720891890077,0.0743723710492764,0.0630466314696767
57,-197,40,0.0510350213974948,0.0769939056299906,0.0640144635137427
58,-196,45,0.0535211679535782,0.0739753621547733,0.0637482650541757
59,-195,44,0.0507871387726843,0.0744576675670391,0.0626224031698617
60,-194,48,0.0480381026270037,0.0753237562296697,0.0616809294283367
61,-193,45,0.0510187378573597,0.0747880628615911,0.0629034003594754
62,-192,44,0.0512387280742195,0.0716168949129212,0.0614278114935704
63,-191,48,0.0534374870307583,0.0752201691275438,0.0643288280791511
64,-190,45,0.0519230101572218,0.0746479614498973,0.0632854858035595
65,-189,49,0.0520259778210259,0.0777993952067058,0.0649126865138658
66,-188,41,0.0479163437753976,0.073726467244279,0.0608214055098383
67,-187,41,0.0486361103578765,0.0730956078862042,0.0608658591220403
68,-186,42,0.049903179051462,0.0720861464583386,0.0609946627549003
69,-185,47,0.052838526620821,0.0734238516370772,0.0631311891289491
70,-184,43,0.0533626997341208,0.0704691879040293,0.0619159438190751
71,-183,53,0.050746719880929,0.075526187993459,0.063136453937194
72,-182,39,0.0491320137057021,0.0743712682202446,0.0617516409629734
73,-181,53,0.0489427097420635,0.0756169842330437,0.0622798469875536
74,-180,45,0.0513210992649148,0.0740910939366909,0.0627060966008028
75,-179,53,0.0519470177359899,0.0765258178559655,0.0642364177959777
76,-178,43,0.0500581889721514,0.0744230209933823,0.0622406049827668
77,-177,47,0.0512278506084194,0.0772210484614464,0.0642244495349329
78,-176,49,0.0473736989878277,0.0730755718349829,0.0602246354114053
79,-175,47,0.0514831299441074,0.0740269926810413,0.0627550613125744
80,-174,44,0.0469298935848219,0.0755844538441386,0.0612571737144803
81,-173,50,0.0516516595908088,0.0745619656005831,0.063106812595696
82,-172,44,0.0492265804186396,0.0709192395885969,0.0600729100036183
83,-171,55,0.0504826990215594,0.0707685322307461,0.0606256156261528
84,-170,53,0.050980846897014,0.0677697710458068,0.0593753089714104
85,-169,48,0.0483904340410162,0.0737993731700655,0.0610949036055408
86,-168,46,0.0485999764649367,0.0728332801014451,0.0607166282831909
87,-167,48,0.051955495285774,0.0730802867444987,0.0625178910151364
88,-166,49,0.0529471581025214,0.0707661018273364,0.0618566299649289
89,-165,49,0.0480765216882801,0.0734526102755506,0.0607645659819154
90,-164,45,0.0462046908791979,0.0754103066542137,0.0608074987667058
91,-163,42,0.0495547873626812,0.07536749494417,0.0624611411534256
92,-162,52,0.0501998331193174,0.0686142990390564,0.0594070660791869
93,-161,41,0.0461752303072365,0.0730900668869221,0.0596326485970793
94,-160,51,0.0486317661281609,0.0709161051617283,0.0597739356449446
95,-159,43,0.0491066113676277,0.0737942501724069,0.0614504307700173
96,-158,37,0.0511256758173749,0.0737608209057404,0.0624432483615577
97,-157,54,0.051917898623525,0.0749913586100613,0.0634546286167932
98,-156,51,0.0451997616668188,0.0703949049526417,0.0577973333097302
99,-155,49,0.0460225535761796,0.0707467912372575,0.0583846724067185
100,-154,49,0.0449195376199499,0.0731225247502608,0.0590210311851054
101,-153,44,0.0448725227202943,0.0712956837543953,0.0580841032373448
102,-152,42,0.0446140756603648,0.0692949531521496,0.0569545144062572
103,-151,43,0.0456173845226204,0.0735452955931366,0.0595813400578785
104,-150,51,0.0465407013959865,0.0740902681993781,0.0603154847976823
105,-149,49,0.0483392236813186,0.0751272570522014,0.06173324036676
106,-148,42,0.0448589921882454,0.0730170167299959,0.0589380044591207
107,-147,52,0.047584933240557,0.0744654262040135,0.0610251797222853
108,-146,43,0.0460735824439048,0.0740443761074095,0.0600589792756572
109,-145,46,0.0492284708125137,0.0738415581485827,0.0615350144805482
110,-144,47,0.045329080553477,0.0713130404858191,0.058321060519648
111,-143,41,0.0467159850834574,0.0740242063809234,0.0603700957321904
112,-142,43,0.0472897524878928,0.0697170661151894,0.0585034093015411
113,-141,54,0.0492554100425433,0.0702577908810578,0.0597566004618005
114,-140,50,0.0451309690940155,0.0700580838316555,0.0575945264628355
115,-139,52,0.045429324834385,0.0694334256999704,0.0574313752671777
116,-138,39,0.0429131057204303,0.0699587947191805,0.0564359502198054
117,-137,48,0.0439989343016759,0.0720611643789774,0.0580300493403266
118,-136,50,0.043362420962902,0.0696062199549554,0.0564843204589287
119,-135,49,0.0441301747783155,0.0713591733322062,0.0577446740552608
120,-134,54,0.0452868454289551,0.0700434311036336,0.0576651382662944
121,-133,49,0.0466017797677567,0.0715662652162519,0.0590840224920043
122,-132,50,0.0442585065840386,0.0705231544446079,0.0573908305143233
123,-131,48,0.046679774526571,0.0710444935728114,0.0588621340496912
124,-130,49,0.0457066407193518,0.0662382229441678,0.0559724318317598
125,-129,46,0.0471959892060566,0.0737712723062597,0.0604836307561581
126,-128,49,0.0428384336901377,0.073558727962096,0.0581985808261168
127,-127,42,0.0476046567652779,0.0723229212183512,0.0599637889918145
128,-126,37,0.0454543169544973,0.072775017026757,0.0591146669906272
129,-125,39,0.0438277208929282,0.0755596549732386,0.0596936879330834
130,-124,39,0.0428701333997729,0.0670533400633734,0.0549617367315731
131,-123,48,0.0423898427589905,0.0698574189959128,0.0561236308774516
132,-122,46,0.0422827566754794,0.0702999291419927,0.056291342908736
133,-121,51,0.0420444400338854,0.0715759146331573,0.0568101773335213
134,-120,44,0.0439243133907832,0.0714601531660748,0.057692233278429
135,-119,46,0.0441422915782401,0.0728574558935551,0.0584998737358976
136,-118,45,0.0420513124710915,0.0674450212567586,0.054748166863925
137,-117,51,0.0467417832029361,0.074532136360356,0.0606369597816461
138,-116,40,0.0385287731056799,0.070063325460127,0.0542960492829034
139,-115,53,0.0434646824543363,0.0734288736322113,0.0584467780432738
140,-114,42,0.0420647366251878,0.0698990301510494,0.0559818833881186
141,-113,47,0.0449439815194896,0.0699665819071249,0.0574552817133073
142,-112,49,0.0434554877820369,0.0698634462558195,0.0566594670189282
143,-111,48,0.046906813237777,0.0729777483690139,0.0599422808033955
144,-110,45,0.0420543867774171,0.0669214583733183,0.0544879225753677
145,-109,50,0.0457081555863184,0.0708518237540081,0.0582799896701632
146,-108,52,0.0394335281653403,0.0637552868290191,0.0515944074971797
147,-107,55,0.0442722064370945,0.0652720409763471,0.0547721237067208
148,-106,46,0.0370137151182847,0.0685258510564318,0.0527697830873582
149,-105,49,0.0419122068582645,0.0686728135918508,0.0552925102250577
150,-104,48,0.0368101748392889,0.0639017246217163,0.0503559497305026
151,-103,49,0.0402369270434181,0.070096449294465,0.0551666881689415
152,-102,43,0.0411500204740658,0.0659793124632544,0.0535646664686601
153,-101,48,0.0414761025544971,0.0698856832633435,0.0556808929089203
154,-100,48,0.0378634579593405,0.067631168847129,0.0527473134032348
155,-99,50,0.03857874127149,0.0707335012876964,0.0546561212795932
